aeid	kind	name	confidence	vr	vr_offset	sse_1_5_97	sse_route	flags	db_name	site
395019	rtti	AnimatedCameraDeltaStartHandler	curated-verified	0x141f0ccd8	0x1f0ccd8	0x141e45248	addr-match		RE::RTTI_AnimatedCameraDeltaStartHandler	Code/client/Games/Skyrim/RTTI.cpp:2373
395020	rtti	AnimatedCameraEndHandler	curated-verified	0x141f0cd10	0x1f0cd10	0x141e45280	addr-match		RE::RTTI_AnimatedCameraEndHandler	Code/client/Games/Skyrim/RTTI.cpp:2375
395021	rtti	PitchOverrideStartHandler	curated-verified	0x141f0cd40	0x1f0cd40	0x141e452b0	addr-match		RE::RTTI_PitchOverrideStartHandler	Code/client/Games/Skyrim/RTTI.cpp:2377
395022	rtti	PitchOverrideEndHandler	curated-verified	0x141f0cd70	0x1f0cd70	0x141e452e0	addr-match		RE::RTTI_PitchOverrideEndHandler	Code/client/Games/Skyrim/RTTI.cpp:2379
395023	rtti	MTStateHandler	curated-verified	0x141f0cda0	0x1f0cda0	0x141e45310	addr-match		RE::RTTI_MTStateHandler	Code/client/Games/Skyrim/RTTI.cpp:2381
395024	rtti	ZeroPitchHandler	curated-verified	0x141f0cdc8	0x1f0cdc8	0x141e45338	addr-match		RE::RTTI_ZeroPitchHandler	Code/client/Games/Skyrim/RTTI.cpp:2383
395025	rtti	VampireFeedEndHandler	curated-verified	0x141f0cdf0	0x1f0cdf0	0x141e45360	addr-match		RE::RTTI_VampireFeedEndHandler	Code/client/Games/Skyrim/RTTI.cpp:2385
395320	rtti	BGShkMatFadeController	curated-verified	0x141f1a650	0x1f1a650	0x141e52bc0	addr-match		RE::RTTI_BGShkMatFadeController	Code/client/Games/Skyrim/RTTI.cpp:2387
395324	rtti	BSDirectAtModifierInterface	curated-verified	0x141f1a858	0x1f1a858	0x141e52dc8	addr-match		RE::RTTI_BSDirectAtModifierInterface	Code/client/Games/Skyrim/RTTI.cpp:2389
395325	rtti	BSIDirectAtModifierSingleton	curated-verified	0x141f1a890	0x1f1a890	0x141e52e00	addr-match		RE::RTTI_BSIDirectAtModifierSingleton	Code/client/Games/Skyrim/RTTI.cpp:2391
395330	rtti	BSPassByTargetTriggerModifierInterface	curated-verified	0x141f1aac8	0x1f1aac8	0x141e53038	addr-match		RE::RTTI_BSPassByTargetTriggerModifierInterface	Code/client/Games/Skyrim/RTTI.cpp:2393
395331	rtti	BSIPassByTargetTriggerModifierSingleton	curated-verified	0x141f1ab08	0x1f1ab08	0x141e53078	addr-match		RE::RTTI_BSIPassByTargetTriggerModifierSingleton	Code/client/Games/Skyrim/RTTI.cpp:2395
395337	rtti	BSRagdollContactListenerModifierInterface	curated-verified	0x141f1adf0	0x1f1adf0	0x141e53360	addr-match		RE::RTTI_BSRagdollContactListenerModifierInterface	Code/client/Games/Skyrim/RTTI.cpp:2397
395338	rtti	BSIRagdollContactListenerModifierSingleton	curated-verified	0x141f1ae30	0x1f1ae30	0x141e533a0	addr-match		RE::RTTI_BSIRagdollContactListenerModifierSingleton	Code/client/Games/Skyrim/RTTI.cpp:2399
395344	rtti	ArrowProjectile	curated-verified	0x141f1b138	0x1f1b138	0x141e536a8	addr-match		RE::RTTI_ArrowProjectile	Code/client/Games/Skyrim/RTTI.cpp:2401
395345	rtti	MissileProjectile	curated-verified	0x141f1b160	0x1f1b160	0x141e536d0	addr-match		RE::RTTI_MissileProjectile	Code/client/Games/Skyrim/RTTI.cpp:2403
395346	rtti	BarrierPhantomCallbackShape	curated-verified	0x141f1b188	0x1f1b188	0x141e536f8	addr-match		RE::RTTI_BarrierPhantomCallbackShape	Code/client/Games/Skyrim/RTTI.cpp:2405
395347	rtti	BarrierProjectile	curated-verified	0x141f1b1c0	0x1f1b1c0	0x141e53730	addr-match		RE::RTTI_BarrierProjectile	Code/client/Games/Skyrim/RTTI.cpp:2407
395348	rtti	bhkSPCollisionObject	curated-verified	0x141f1b1e8	0x1f1b1e8	0x141e53758	addr-match		RE::RTTI_bhkSPCollisionObject	Code/client/Games/Skyrim/RTTI.cpp:2409
395349	rtti	BeamProjectile	curated-verified	0x141f1b218	0x1f1b218	0x141e53788	addr-match		RE::RTTI_BeamProjectile	Code/client/Games/Skyrim/RTTI.cpp:2411
395352	rtti	ConeProjectile	curated-verified	0x141f1b2c8	0x1f1b2c8	0x141e53838	addr-match		RE::RTTI_ConeProjectile	Code/client/Games/Skyrim/RTTI.cpp:2413
395354	rtti	hkpFixedBufferCdPointCollector	curated-verified	0x141f1b2f0	0x1f1b2f0	0x141e53860	addr-match		RE::RTTI_hkpFixedBufferCdPointCollector	Code/client/Games/Skyrim/RTTI.cpp:2415
395355	rtti	FlameProjectile	curated-verified	0x141f1b378	0x1f1b378	0x141e538e8	addr-match		RE::RTTI_FlameProjectile	Code/client/Games/Skyrim/RTTI.cpp:2417
395356	rtti	GrenadeProjectile	curated-verified	0x141f1b3a0	0x1f1b3a0	0x141e53910	addr-match		RE::RTTI_GrenadeProjectile	Code/client/Games/Skyrim/RTTI.cpp:2419
395357	rtti	Hazard	curated-verified	0x141f1b3c8	0x1f1b3c8	0x141e53938	addr-match		RE::RTTI_Hazard	Code/client/Games/Skyrim/RTTI.cpp:2421
395359	rtti	bhkHingeConstraint	curated-verified	0x141f1b418	0x1f1b418	0x141e53988	addr-match		RE::RTTI_bhkHingeConstraint	Code/client/Games/Skyrim/RTTI.cpp:2423
395360	rtti	ProjectilePickCache	curated-verified	0x141f1b448	0x1f1b448	0x141e539b8	addr-match		RE::RTTI_ProjectilePickCache	Code/client/Games/Skyrim/RTTI.cpp:2425
395361	rtti	HealthDamageFunctor	curated-verified	0x141f1b478	0x1f1b478	0x141e539e8	addr-match		RE::RTTI_HealthDamageFunctor	Code/client/Games/Skyrim/RTTI.cpp:2427
395363	rtti	CombatAimController	curated-verified	0x141f1b4d8	0x1f1b4d8	0x141e53a48	addr-match		RE::RTTI_CombatAimController	Code/client/Games/Skyrim/RTTI.cpp:2429
395364	rtti	CombatAimControllerBase	curated-verified	0x141f1b508	0x1f1b508	0x141e53a78	addr-match		RE::RTTI_CombatAimControllerBase	Code/client/Games/Skyrim/RTTI.cpp:2431
395365	rtti	CombatObject	curated-verified	0x141f1b538	0x1f1b538	0x141e53aa8	addr-match		RE::RTTI_CombatObject	Code/client/Games/Skyrim/RTTI.cpp:2433
395366	rtti	CombatTrackTargetAimController	curated-verified	0x141f1b560	0x1f1b560	0x141e53ad0	addr-match		RE::RTTI_CombatTrackTargetAimController	Code/client/Games/Skyrim/RTTI.cpp:2435
395367	rtti	CombatMeleeAimController	curated-verified	0x141f1b598	0x1f1b598	0x141e53b08	addr-match		RE::RTTI_CombatMeleeAimController	Code/client/Games/Skyrim/RTTI.cpp:2437
395368	rtti	CombatProjectileAimController	curated-verified	0x141f1b5c8	0x1f1b5c8	0x141e53b38	addr-match		RE::RTTI_CombatProjectileAimController	Code/client/Games/Skyrim/RTTI.cpp:2439
395369	rtti	CombatDisableAimController	curated-verified	0x141f1b600	0x1f1b600	0x141e53b70	addr-match		RE::RTTI_CombatDisableAimController	Code/client/Games/Skyrim/RTTI.cpp:2441
395391	rtti	CombatArea	curated-verified	0x141f1bfe8	0x1f1bfe8	0x141e54558	addr-match		RE::RTTI_CombatArea	Code/client/Games/Skyrim/RTTI.cpp:2443
395392	rtti	CombatAreaRadius	curated-verified	0x141f1c010	0x1f1c010	0x141e54580	addr-match		RE::RTTI_CombatAreaRadius	Code/client/Games/Skyrim/RTTI.cpp:2445
395393	rtti	CombatAreaReference	curated-verified	0x141f1c038	0x1f1c038	0x141e545a8	addr-match		RE::RTTI_CombatAreaReference	Code/client/Games/Skyrim/RTTI.cpp:2447
395394	rtti	CombatAreaStandard	curated-verified	0x141f1c068	0x1f1c068	0x141e545d8	addr-match		RE::RTTI_CombatAreaStandard	Code/client/Games/Skyrim/RTTI.cpp:2449
395395	rtti	CombatAreaHoldPosition	curated-verified	0x141f1c098	0x1f1c098	0x141e54608	addr-match		RE::RTTI_CombatAreaHoldPosition	Code/client/Games/Skyrim/RTTI.cpp:2451
395412	rtti	CombatBlackboardKeyBase	curated-verified	0x141f1c7d8	0x1f1c7d8	0x141e54d48	addr-match		RE::RTTI_CombatBlackboardKeyBase	Code/client/Games/Skyrim/RTTI.cpp:2453
395413	rtti	CombatCoverSearchResult	curated-verified	0x141f1c808	0x1f1c808	0x141e54d78	addr-match		RE::RTTI_CombatCoverSearchResult	Code/client/Games/Skyrim/RTTI.cpp:2455
395414	rtti	CombatCoverLocation	curated-verified	0x141f1c838	0x1f1c838	0x141e54da8	addr-match		RE::RTTI_CombatCoverLocation	Code/client/Games/Skyrim/RTTI.cpp:2457
395415	rtti	CombatCoverSearchDebugData	curated-verified	0x141f1c868	0x1f1c868	0x141e54dd8	addr-match		RE::RTTI_CombatCoverSearchDebugData	Code/client/Games/Skyrim/RTTI.cpp:2459
395416	rtti	CombatCoverSearch	curated-verified	0x141f1c8a0	0x1f1c8a0	0x141e54e10	addr-match		RE::RTTI_CombatCoverSearch	Code/client/Games/Skyrim/RTTI.cpp:2461
395433	rtti	CombatGroupDetectionListener	curated-verified	0x141f1cff8	0x1f1cff8	0x141e55568	addr-match		RE::RTTI_CombatGroupDetectionListener	Code/client/Games/Skyrim/RTTI.cpp:2463
395434	rtti	GatherSpellsFunctor	curated-verified	0x141f1d030	0x1f1d030	0x141e555a0	addr-match		RE::RTTI_GatherSpellsFunctor	Code/client/Games/Skyrim/RTTI.cpp:2465
395437	rtti	BSScrapArrayAllocator	curated-weak	0x141f1d0f0	0x1f1d0f0	0x141e55660	addr-match		RE::RTTI_BSScrapArrayAllocator	Code/client/Games/Skyrim/RTTI.cpp:2467
395438	rtti	BSTArrayBase	curated-weak	0x141f1d120	0x1f1d120	0x141e55690	addr-match		RE::RTTI_BSTArrayBase	Code/client/Games/Skyrim/RTTI.cpp:2469
395440	rtti	CombatInventoryItem	curated-verified	0x141f1d1a8	0x1f1d1a8	0x141e55718	addr-match		RE::RTTI_CombatInventoryItem	Code/client/Games/Skyrim/RTTI.cpp:2471
395441	rtti	CombatInventoryItemComposite	curated-verified	0x141f1d1d8	0x1f1d1d8	0x141e55748	addr-match		RE::RTTI_CombatInventoryItemComposite	Code/client/Games/Skyrim/RTTI.cpp:2473
395442	rtti	CombatInventoryItemMelee	curated-verified	0x141f1d210	0x1f1d210	0x141e55780	addr-match		RE::RTTI_CombatInventoryItemMelee	Code/client/Games/Skyrim/RTTI.cpp:2475
395443	rtti	CombatInventoryItemRanged	curated-verified	0x141f1d240	0x1f1d240	0x141e557b0	addr-match		RE::RTTI_CombatInventoryItemRanged	Code/client/Games/Skyrim/RTTI.cpp:2477
395444	rtti	CombatInventoryItemShield	curated-verified	0x141f1d270	0x1f1d270	0x141e557e0	addr-match		RE::RTTI_CombatInventoryItemShield	Code/client/Games/Skyrim/RTTI.cpp:2479
395445	rtti	CombatInventoryItemOneHandedBlock	curated-verified	0x141f1d2a0	0x1f1d2a0	0x141e55810	addr-match		RE::RTTI_CombatInventoryItemOneHandedBlock	Code/client/Games/Skyrim/RTTI.cpp:2481
395446	rtti	CombatInventoryItemTorch	curated-verified	0x141f1d2d8	0x1f1d2d8	0x141e55848	addr-match		RE::RTTI_CombatInventoryItemTorch	Code/client/Games/Skyrim/RTTI.cpp:2483
395467	rtti	CombatInventoryItemMagic	curated-verified	0x141f1d308	0x1f1d308	0x141e55878	addr-match		RE::RTTI_CombatInventoryItemMagic	Code/client/Games/Skyrim/RTTI.cpp:2485
395744	rtti	CombatMagicCaster	curated-verified	0x141f1dcb8	0x1f1dcb8	0x141e56228	addr-match		RE::RTTI_CombatMagicCaster	Code/client/Games/Skyrim/RTTI.cpp:2487
395745	rtti	CombatInventoryItemShout	curated-verified	0x141f1dce0	0x1f1dce0	0x141e56250	addr-match		RE::RTTI_CombatInventoryItemShout	Code/client/Games/Skyrim/RTTI.cpp:2489
395746	rtti	CombatInventoryItemStaff	curated-verified	0x141f1dd10	0x1f1dd10	0x141e56280	addr-match		RE::RTTI_CombatInventoryItemStaff	Code/client/Games/Skyrim/RTTI.cpp:2491
395747	rtti	CombatInventoryItemPotion	curated-verified	0x141f1dd40	0x1f1dd40	0x141e562b0	addr-match		RE::RTTI_CombatInventoryItemPotion	Code/client/Games/Skyrim/RTTI.cpp:2493
395748	rtti	CombatInventoryItemScroll	curated-verified	0x141f1dd70	0x1f1dd70	0x141e562e0	addr-match		RE::RTTI_CombatInventoryItemScroll	Code/client/Games/Skyrim/RTTI.cpp:2495
395749	rtti	CombatMagicCasterOffensive	curated-verified	0x141f1de08	0x1f1de08	0x141e56378	addr-match		RE::RTTI_CombatMagicCasterOffensive	Code/client/Games/Skyrim/RTTI.cpp:2497
395750	rtti	CombatMagicCasterWard	curated-verified	0x141f1de40	0x1f1de40	0x141e563b0	addr-match		RE::RTTI_CombatMagicCasterWard	Code/client/Games/Skyrim/RTTI.cpp:2499
395751	rtti	CombatMagicCasterRestore	curated-verified	0x141f1de70	0x1f1de70	0x141e563e0	addr-match		RE::RTTI_CombatMagicCasterRestore	Code/client/Games/Skyrim/RTTI.cpp:2501
395752	rtti	CombatMagicCasterSummon	curated-verified	0x141f1dea0	0x1f1dea0	0x141e56410	addr-match		RE::RTTI_CombatMagicCasterSummon	Code/client/Games/Skyrim/RTTI.cpp:2503
395753	rtti	CombatMagicCasterStagger	curated-verified	0x141f1ded0	0x1f1ded0	0x141e56440	addr-match		RE::RTTI_CombatMagicCasterStagger	Code/client/Games/Skyrim/RTTI.cpp:2505
395754	rtti	CombatMagicCasterDisarm	curated-verified	0x141f1df00	0x1f1df00	0x141e56470	addr-match		RE::RTTI_CombatMagicCasterDisarm	Code/client/Games/Skyrim/RTTI.cpp:2507
395755	rtti	CombatMagicCasterCloak	curated-verified	0x141f1df30	0x1f1df30	0x141e564a0	addr-match		RE::RTTI_CombatMagicCasterCloak	Code/client/Games/Skyrim/RTTI.cpp:2509
395756	rtti	CombatMagicCasterLight	curated-verified	0x141f1df60	0x1f1df60	0x141e564d0	addr-match		RE::RTTI_CombatMagicCasterLight	Code/client/Games/Skyrim/RTTI.cpp:2511
395757	rtti	CombatMagicCasterInvisibility	curated-verified	0x141f1df90	0x1f1df90	0x141e56500	addr-match		RE::RTTI_CombatMagicCasterInvisibility	Code/client/Games/Skyrim/RTTI.cpp:2513
395758	rtti	CombatMagicCasterBoundItem	curated-verified	0x141f1dfc8	0x1f1dfc8	0x141e56538	addr-match		RE::RTTI_CombatMagicCasterBoundItem	Code/client/Games/Skyrim/RTTI.cpp:2515
395759	rtti	CombatMagicCasterArmor	curated-verified	0x141f1e000	0x1f1e000	0x141e56570	addr-match		RE::RTTI_CombatMagicCasterArmor	Code/client/Games/Skyrim/RTTI.cpp:2517
395760	rtti	CombatMagicCasterTargetEffect	curated-verified	0x141f1e030	0x1f1e030	0x141e565a0	addr-match		RE::RTTI_CombatMagicCasterTargetEffect	Code/client/Games/Skyrim/RTTI.cpp:2519
395761	rtti	CombatMagicCasterParalyze	curated-verified	0x141f1e0a0	0x1f1e0a0	0x141e56610	addr-match		RE::RTTI_CombatMagicCasterParalyze	Code/client/Games/Skyrim/RTTI.cpp:2521
395762	rtti	CombatMagicCasterScript	curated-verified	0x141f1e0d0	0x1f1e0d0	0x141e56640	addr-match		RE::RTTI_CombatMagicCasterScript	Code/client/Games/Skyrim/RTTI.cpp:2523
395938	rtti	CombatMagicItemData	curated-verified	0x141f1dda0	0x1f1dda0	0x141e56310	addr-match		RE::RTTI_CombatMagicItemData	Code/client/Games/Skyrim/RTTI.cpp:2525
395939	rtti	CombatMagicItemSkillChecker	curated-verified	0x141f1ddd0	0x1f1ddd0	0x141e56340	addr-match		RE::RTTI_CombatMagicItemSkillChecker	Code/client/Games/Skyrim/RTTI.cpp:2527
395940	rtti	CombatMagicCasterReanimate	curated-verified	0x141f1e068	0x1f1e068	0x141e565d8	addr-match		RE::RTTI_CombatMagicCasterReanimate	Code/client/Games/Skyrim/RTTI.cpp:2529
395945	rtti	CombatPathingRequest	curated-verified	0x141f2f510	0x1f2f510	0x141e67a80	addr-match		RE::RTTI_CombatPathingRequest	Code/client/Games/Skyrim/RTTI.cpp:2531
395946	rtti	CombatTargetLocationSearchResult	curated-verified	0x141f2f540	0x1f2f540	0x141e67ab0	addr-match		RE::RTTI_CombatTargetLocationSearchResult	Code/client/Games/Skyrim/RTTI.cpp:2533
395947	rtti	CombatTargetLocation	curated-verified	0x141f2f578	0x1f2f578	0x141e67ae8	addr-match		RE::RTTI_CombatTargetLocation	Code/client/Games/Skyrim/RTTI.cpp:2535
395948	rtti	CombatTargetLocationSearch	curated-verified	0x141f2f5a8	0x1f2f5a8	0x141e67b18	addr-match		RE::RTTI_CombatTargetLocationSearch	Code/client/Games/Skyrim/RTTI.cpp:2537
395949	rtti	CombatPath	curated-verified	0x141f2f5e0	0x1f2f5e0	0x141e67b50	addr-match		RE::RTTI_CombatPath	Code/client/Games/Skyrim/RTTI.cpp:2539
395950	rtti	IPathBuilder	curated-verified	0x141f2f608	0x1f2f608	0x141e67b78	addr-match		RE::RTTI_IPathBuilder	Code/client/Games/Skyrim/RTTI.cpp:2541
395969	rtti	CombatPathingRequestBuilder	curated-weak	0x141f300c8	0x1f300c8	0x141e68638	addr-match		RE::RTTI_CombatPathingRequestBuilder	Code/client/Games/Skyrim/RTTI.cpp:2543
395978	rtti	CombatPathDestinationRef	curated-weak	0x141f30740	0x1f30740	0x141e68cb0	addr-match		RE::RTTI_CombatPathDestinationRef	Code/client/Games/Skyrim/RTTI.cpp:2545
395979	rtti	CombatPathDestination	curated-weak	0x141f30770	0x1f30770	0x141e68ce0	addr-match		RE::RTTI_CombatPathDestination	Code/client/Games/Skyrim/RTTI.cpp:2547
395980	rtti	CombatPathBuilderStandard	curated-verified	0x141f307a0	0x1f307a0	0x141e68d10	addr-match		RE::RTTI_CombatPathBuilderStandard	Code/client/Games/Skyrim/RTTI.cpp:2549
395981	rtti	CombatPathBuilder	curated-verified	0x141f307d0	0x1f307d0	0x141e68d40	addr-match		RE::RTTI_CombatPathBuilder	Code/client/Games/Skyrim/RTTI.cpp:2551
395983	rtti	CombatNavmeshSearch	curated-verified	0x141f30898	0x1f30898	0x141e68e08	addr-match		RE::RTTI_CombatNavmeshSearch	Code/client/Games/Skyrim/RTTI.cpp:2553
395984	rtti	CombatPathingGoalPolicyStandard	curated-weak	0x141f308c8	0x1f308c8	0x141e68e38	addr-match		RE::RTTI_CombatPathingGoalPolicyStandard	Code/client/Games/Skyrim/RTTI.cpp:2555
395985	rtti	CombatPathingGoalPolicyLocation	curated-weak	0x141f30900	0x1f30900	0x141e68e70	addr-match		RE::RTTI_CombatPathingGoalPolicyLocation	Code/client/Games/Skyrim/RTTI.cpp:2557
395986	rtti	CombatPathingGoalPolicy	curated-weak	0x141f30938	0x1f30938	0x141e68ea8	addr-match		RE::RTTI_CombatPathingGoalPolicy	Code/client/Games/Skyrim/RTTI.cpp:2559
395987	rtti	CombatPathingSearchPolicyStandard	curated-weak	0x141f30968	0x1f30968	0x141e68ed8	addr-match		RE::RTTI_CombatPathingSearchPolicyStandard	Code/client/Games/Skyrim/RTTI.cpp:2561
395988	rtti	CombatPathingSearchPolicy	curated-weak	0x141f309a0	0x1f309a0	0x141e68f10	addr-match		RE::RTTI_CombatPathingSearchPolicy	Code/client/Games/Skyrim/RTTI.cpp:2563
395990	rtti	CombatPathingGoalPolicyFindTargetLocation	curated-weak	0x141f30a50	0x1f30a50	0x141e68fc0	addr-match		RE::RTTI_CombatPathingGoalPolicyFindTargetLocation	Code/client/Games/Skyrim/RTTI.cpp:2565
395991	rtti	CombatTargetSelector	curated-verified	0x141f30a90	0x1f30a90	0x141e69000	addr-match		RE::RTTI_CombatTargetSelector	Code/client/Games/Skyrim/RTTI.cpp:2567
395992	rtti	CombatTargetSelectorStandard	curated-verified	0x141f30ac0	0x1f30ac0	0x141e69030	addr-match		RE::RTTI_CombatTargetSelectorStandard	Code/client/Games/Skyrim/RTTI.cpp:2569
395993	rtti	CombatTargetSelectorFixed	curated-verified	0x141f30af8	0x1f30af8	0x141e69068	addr-match		RE::RTTI_CombatTargetSelectorFixed	Code/client/Games/Skyrim/RTTI.cpp:2571
396002	rtti	CombatThreat	curated-verified	0x141f30ef8	0x1f30ef8	0x141e69468	addr-match		RE::RTTI_CombatThreat	Code/client/Games/Skyrim/RTTI.cpp:2573
396007	rtti	hkpClosestCdPointCollector	curated-verified	0x141f310d0	0x1f310d0	0x141e69640	addr-match		RE::RTTI_hkpClosestCdPointCollector	Code/client/Games/Skyrim/RTTI.cpp:2575
396014	rtti	CombatBehaviorResource	curated-verified	0x141f311b8	0x1f311b8	0x141e69728	addr-match		RE::RTTI_CombatBehaviorResource	Code/client/Games/Skyrim/RTTI.cpp:2577
396015	rtti	CombatBehaviorTreeRootNode	curated-verified	0x141f311e8	0x1f311e8	0x141e69758	addr-match		RE::RTTI_CombatBehaviorTreeRootNode	Code/client/Games/Skyrim/RTTI.cpp:2579
396016	rtti	CombatBehaviorTreeLinkNode	curated-verified	0x141f31220	0x1f31220	0x141e69790	addr-match		RE::RTTI_CombatBehaviorTreeLinkNode	Code/client/Games/Skyrim/RTTI.cpp:2581
396017	rtti	CombatBehaviorTreeCombat	curated-verified	0x141f31258	0x1f31258	0x141e697c8	addr-match		RE::RTTI_CombatBehaviorTreeCombat	Code/client/Games/Skyrim/RTTI.cpp:2583
396020	rtti	CombatBehaviorTreeAcquireWeapon	curated-verified	0x141f31338	0x1f31338	0x141e698a8	addr-match		RE::RTTI_CombatBehaviorTreeAcquireWeapon	Code/client/Games/Skyrim/RTTI.cpp:2585
396037	rtti	CombatBehaviorTreeAction	curated-verified	0x141f31b30	0x1f31b30	0x141e6a0a0	addr-match		RE::RTTI_CombatBehaviorTreeAction	Code/client/Games/Skyrim/RTTI.cpp:2587
396038	rtti	CombatBehaviorTreeActionEquipmentSelector	curated-verified	0x141f31b60	0x1f31b60	0x141e6a0d0	addr-match		RE::RTTI_CombatBehaviorTreeActionEquipmentSelector	Code/client/Games/Skyrim/RTTI.cpp:2589
396039	rtti	CombatBehaviorTreeWrapperNode	curated-verified	0x141f31af8	0x1f31af8	0x141e6a068	addr-match		RE::RTTI_CombatBehaviorTreeWrapperNode	Code/client/Games/Skyrim/RTTI.cpp:2591
396065	rtti	CombatBehaviorTreeDodgeThreat	curated-verified	0x141f326c8	0x1f326c8	0x141e6ac38	addr-match		RE::RTTI_CombatBehaviorTreeDodgeThreat	Code/client/Games/Skyrim/RTTI.cpp:2593
396071	rtti	CombatBehaviorTreeBlock	curated-verified	0x141f32938	0x1f32938	0x141e6aea8	addr-match		RE::RTTI_CombatBehaviorTreeBlock	Code/client/Games/Skyrim/RTTI.cpp:2595
396081	rtti	CombatBehaviorTreeCloseMovement	curated-verified	0x141f32e58	0x1f32e58	0x141e6b3c8	addr-match		RE::RTTI_CombatBehaviorTreeCloseMovement	Code/client/Games/Skyrim/RTTI.cpp:2597
396082	rtti	CombatPathSpeedController	curated-verified	0x141f32de8	0x1f32de8	0x141e6b358	addr-match		RE::RTTI_CombatPathSpeedController	Code/client/Games/Skyrim/RTTI.cpp:2599
396083	rtti	CombatApproachTargetSpeedController	curated-verified	0x141f32e18	0x1f32e18	0x141e6b388	addr-match		RE::RTTI_CombatApproachTargetSpeedController	Code/client/Games/Skyrim/RTTI.cpp:2601
396117	rtti	CombatPathDestinationNone	curated-weak	0x141f33d38	0x1f33d38	0x141e6c2a8	addr-match		RE::RTTI_CombatPathDestinationNone	Code/client/Games/Skyrim/RTTI.cpp:2603
396120	rtti	CombatPathBuilderOpen	curated-verified	0x141f33e80	0x1f33e80	0x141e6c3f0	addr-match		RE::RTTI_CombatPathBuilderOpen	Code/client/Games/Skyrim/RTTI.cpp:2605
396122	rtti	CombatPathingGoalPolicyRetreat	curated-weak	0x141f33f28	0x1f33f28	0x141e6c498	addr-match		RE::RTTI_CombatPathingGoalPolicyRetreat	Code/client/Games/Skyrim/RTTI.cpp:2607
396123	rtti	CombatBehaviorTreeFindAttackLocation	curated-verified	0x141f33f60	0x1f33f60	0x141e6c4d0	addr-match		RE::RTTI_CombatBehaviorTreeFindAttackLocation	Code/client/Games/Skyrim/RTTI.cpp:2609
396140	rtti	CombatPathingGoalPolicyFindAttackLocation	curated-weak	0x141f35060	0x1f35060	0x141e6d5d0	addr-match		RE::RTTI_CombatPathingGoalPolicyFindAttackLocation	Code/client/Games/Skyrim/RTTI.cpp:2611
396151	rtti	CombatBehaviorTreeFlankingMovement	curated-verified	0x141f350a0	0x1f350a0	0x141e6d610	addr-match		RE::RTTI_CombatBehaviorTreeFlankingMovement	Code/client/Games/Skyrim/RTTI.cpp:2613
396152	rtti	CombatFlankingSearchData	curated-verified	0x141f350e0	0x1f350e0	0x141e6d650	addr-match		RE::RTTI_CombatFlankingSearchData	Code/client/Games/Skyrim/RTTI.cpp:2615
396185	rtti	CombatPathDestinationLocation	curated-weak	0x141f36848	0x1f36848	0x141e6edb8	addr-match		RE::RTTI_CombatPathDestinationLocation	Code/client/Games/Skyrim/RTTI.cpp:2617
396189	rtti	CombatPathingGoalPolicyFlankDistant	curated-weak	0x141f36f08	0x1f36f08	0x141e6f478	addr-match		RE::RTTI_CombatPathingGoalPolicyFlankDistant	Code/client/Games/Skyrim/RTTI.cpp:2619
396191	rtti	CombatPathingGoalPolicyFlank	curated-weak	0x141f36fc0	0x1f36fc0	0x141e6f530	addr-match		RE::RTTI_CombatPathingGoalPolicyFlank	Code/client/Games/Skyrim/RTTI.cpp:2621
396192	rtti	CombatPathingSearchPolicyFlank	curated-weak	0x141f36ff8	0x1f36ff8	0x141e6f568	addr-match		RE::RTTI_CombatPathingSearchPolicyFlank	Code/client/Games/Skyrim/RTTI.cpp:2623
396207	rtti	CombatBehaviorTreeFlee	curated-verified	0x141f37090	0x1f37090	0x141e6f600	addr-match		RE::RTTI_CombatBehaviorTreeFlee	Code/client/Games/Skyrim/RTTI.cpp:2625
396236	rtti	CombatBehaviorTreeHide	curated-verified	0x141f38650	0x1f38650	0x141e70bc0	addr-match		RE::RTTI_CombatBehaviorTreeHide	Code/client/Games/Skyrim/RTTI.cpp:2627
396240	rtti	CombatPathingGoalPolicyFlee	curated-weak	0x141f39330	0x1f39330	0x141e718a0	addr-match		RE::RTTI_CombatPathingGoalPolicyFlee	Code/client/Games/Skyrim/RTTI.cpp:2629
396242	rtti	CombatPathingGoalPolicyFindHideCover	curated-weak	0x141f393f0	0x1f393f0	0x141e71960	addr-match		RE::RTTI_CombatPathingGoalPolicyFindHideCover	Code/client/Games/Skyrim/RTTI.cpp:2631
396270	rtti	CombatBehaviorTreeFlight	curated-verified	0x141f39430	0x1f39430	0x141e719a0	addr-match		RE::RTTI_CombatBehaviorTreeFlight	Code/client/Games/Skyrim/RTTI.cpp:2633
396271	rtti	DiveBombSpeedController	curated-verified	0x141f39460	0x1f39460	0x141e719d0	addr-match		RE::RTTI_DiveBombSpeedController	Code/client/Games/Skyrim/RTTI.cpp:2635
396309	rtti	CombatBehaviorTreeLowCombat	curated-verified	0x141f3a580	0x1f3a580	0x141e72af0	addr-match		RE::RTTI_CombatBehaviorTreeLowCombat	Code/client/Games/Skyrim/RTTI.cpp:2637
396318	rtti	CombatBehaviorTreeMagic	curated-verified	0x141f3aac0	0x1f3aac0	0x141e73030	addr-match		RE::RTTI_CombatBehaviorTreeMagic	Code/client/Games/Skyrim/RTTI.cpp:2639
396332	rtti	CombatBehaviorTreeMelee	curated-verified	0x141f3b150	0x1f3b150	0x141e736c0	addr-match		RE::RTTI_CombatBehaviorTreeMelee	Code/client/Games/Skyrim/RTTI.cpp:2641
